timestamp_ist,device.deviceName,domain,intent,ALEXA_RESPONSE,ASR_REPLACEMENT_TEXT,CUSTOMER_TRANSCRIPT,TTS_REPLACEMENT_TEXT
2025-08-01 07:34:27 IST,Ananterra_Arayaal205,,Unknown,,alexa,,
2025-07-31 18:48:35 IST,Ananterra_Arayaal205,BookingsAndReservations,CreateBookingIntent,"Sorry, I'm not sure.",,hall room service,
2025-07-31 18:48:34 IST,Ananterra_Arayaal205,,Unknown,,alexa,,
2025-07-31 18:48:25 IST,Ananterra_Arayaal205,Global,VolumeUpIntent,,,alexa volume service,
2025-07-31 18:48:21 IST,Ananterra_Arayaal205,Global,VolumeUpIntent,,,alexa volume service,
2025-07-31 17:07:57 IST,Ananterra_Arayaal205,Music,PlayMusicIntent,Manwa Laage by Shreya Ghoshal & Arijit Singh from JioSaavn.,,please play manwa laage,
2025-07-31 17:07:52 IST,Ananterra_Arayaal205,,Unknown,,alexa,,
2025-07-31 17:07:17 IST,Ananterra_Arayaal205,Music,PlayMusicIntent,Here's JioSaavn .,,alexa please play the song,
2025-07-31 16:38:35 IST,Ananterra_Arayaal205,Music,MusicControlIntent,,,hi alexa please pause the music,
2025-07-31 16:38:05 IST,Ananterra_Arayaal205,Music,PlayMusicIntent,Here's JioSaavn .,,hi alexa i am not interested in dhadak two story please play the song,
2025-07-31 16:37:49 IST,Ananterra_Arayaal205,DailyBriefing,GetLatestReportIntent,,,echo chalaa,
2025-07-31 16:37:46 IST,Ananterra_Arayaal205,,Unknown,,alexa,,
2025-07-31 16:10:26 IST,H403,Knowledge,QAIntent,"According to Wikipedia: Donald John Trump is an American politician, media personality, and businessman who has been the 47th and current president of the United States since 2025. A member of the Republican Party, he previously served as the 45th president from 2017 to 2021. Before entering politics, he was a businessman and television personality. Born and raised in Queens, New York City, Trump attended Fordham University for two years and received a bachelor's degree in economics from the Wharton School of the University of Pennsylvania.",,tell me about trump star,
2025-07-31 16:10:26 IST,H403,,Unknown,,alexa,,
2025-07-31 16:01:57 IST,Ananterra_Arayaal205,Music,MusicControlIntent,,,alexa please play next song,
2025-07-31 15:50:42 IST,Ananterra_Arayaal205,Global,VolumeDownIntent,,,please reduce the volume,
2025-07-31 15:50:41 IST,Ananterra_Arayaal205,,Unknown,,alexa,,
2025-07-31 15:50:31 IST,Ananterra_Arayaal205,Global,VolumeDownIntent,,,alexa please reduce the volume,
2025-07-31 15:50:13 IST,Ananterra_Arayaal205,Music,PlayMusicIntent,Here's JioSaavn .,,hi alexa please play the song,
2025-07-30 21:37:59 IST,Ananterra_vilvam202,Global,WhatTimeIntent,It's 9:37 PM.,,what is the time,
2025-07-30 21:37:59 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-30 21:06:27 IST,H403,Echo.SDK,Unknown,,,,
2025-07-30 21:06:14 IST,H403,Echo.SDK,PayIntent,You have disabled voice purchasing. You can enable it by going to Alexa Account in settings on your Alexa app.,,you can pay now properly,
2025-07-30 21:06:14 IST,H403,,Unknown,,alexa,,
2025-07-30 21:03:05 IST,H403,Echo.SDK,PersonalityQAIntent,"Yes, and nothing burns like the cold.",,winter is coming,
2025-07-30 21:03:03 IST,H403,,Unknown,,,alexa,
2025-07-30 21:03:02 IST,H403,,Unknown,,,,
2025-07-30 21:02:55 IST,H403,Global,ExitIntent,,,quit,
2025-07-30 21:02:55 IST,H403,,Unknown,,alexa,,
2025-07-30 21:02:43 IST,H403,Global,StopIntent,,,stop,
2025-07-30 21:02:43 IST,H403,,Unknown,,alexa,,
2025-07-30 21:02:43 IST,H403,Global,StopIntent,,,stop,
2025-07-30 21:02:00 IST,H403,Knowledge,QAIntent,This might answer your question: 5 plus 2 is 7.,,close enough for you five plus two,
2025-07-30 21:01:53 IST,H403,Knowledge,QAIntent,5 plus 2 is 7.,,add five plus two,
2025-07-30 21:01:53 IST,H403,,Unknown,,alexa,,
2025-07-30 21:01:45 IST,H403,,CheckPriceIntent,I'm not quite sure how to help you with that.,,pizza what is the price,
2025-07-30 21:01:45 IST,H403,,Unknown,,alexa,,
2025-07-30 21:01:29 IST,H403,A2S,EnableAppIntent,,,,You've disabled Sanjeev Kapoor Smart Recipes in the past. Do you want to enable it again?
2025-07-30 21:01:27 IST,H403,Recipes,SearchRecipeIntent,,,recommend good pizza topping,
2025-07-30 21:01:25 IST,H403,,Unknown,,,alexa,
2025-07-30 21:01:19 IST,H403,Knowledge,QAIntent,3 times 0 is 0.,,what is three into zero,
2025-07-30 21:01:18 IST,H403,,Unknown,,,alexa,
2025-07-30 21:01:18 IST,H403,,Unknown,,,,
2025-07-30 21:01:12 IST,H403,Knowledge,QAIntent,2 plus 0 is 2,,what is two plus zero,
2025-07-30 21:01:12 IST,H403,,Unknown,,alexa,,
2025-07-30 21:00:56 IST,H403,Knowledge,QAIntent,5 plus 0 is 5,,what is five plus zero,
2025-07-30 21:00:56 IST,H403,,Unknown,,alexa,,
2025-07-30 21:00:50 IST,H403,Knowledge,QAIntent,5 plus 5 is 10,,what is five plus five,
2025-07-30 21:00:50 IST,H403,,Unknown,,alexa,,
2025-07-30 21:00:50 IST,H403,Knowledge,QAIntent,5 plus 5 is 10,,what is five plus five,
2025-07-30 19:51:38 IST,Ananterra_Plavu101,,Unknown,,,,
2025-07-30 19:51:33 IST,Ananterra_Plavu101,,Unknown,,hey alexa,,
2025-07-30 19:46:42 IST,Ananterra_Plavu101,Knowledge,QAIntent,"From wikipedia.org: | The bar's menu includes craft cocktails and snacks, including gourmet hot dogs, tater tots, and french fries.",,can you please tell the menu,
2025-07-30 19:46:39 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-30 19:46:13 IST,Ananterra_Plavu101,Echo.SDK,Unknown,,,open youtube,
2025-07-30 19:46:12 IST,Ananterra_Plavu101,,Unknown,,hey alexa,,
2025-07-30 19:46:02 IST,Ananterra_Plavu101,Echo.SDK,Unknown,,,alexa bg,
2025-07-30 19:45:51 IST,Ananterra_Plavu101,Echo.SDK,Unknown,,,open youtube,
2025-07-30 19:45:48 IST,Ananterra_Plavu101,,Unknown,,,alexa,
2025-07-30 19:45:47 IST,Ananterra_Plavu101,,Unknown,,,,
2025-07-30 19:45:45 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-30 19:45:16 IST,Ananterra_Plavu101,HomeAutomation,TurnOnApplianceIntent,"Sorry, I didn't find a group or device named television",,on the television,
2025-07-30 19:45:12 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-30 19:45:03 IST,Ananterra_Plavu101,HomeAutomation,TurnOnApplianceIntent,"Sorry, I didn't find a group or device named tv",,alexa on the tv,
2025-07-30 19:44:59 IST,Ananterra_Plavu101,Echo.SDK,Unknown,,,alexa youtube,
2025-07-30 19:44:53 IST,Ananterra_Plavu101,Echo.SDK,GreetingsIntent,You say hello and I’m aglow. I think it’s a great start for conversations to flow.,,hello,
2025-07-30 19:44:48 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-30 19:33:54 IST,Ananterra_Plavu101,Echo.SDK,Unknown,,,bg alexa,
2025-07-30 19:33:52 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-30 19:33:32 IST,Ananterra_Plavu101,,Unknown,,,,
2025-07-30 19:33:27 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-30 19:23:10 IST,Ananterra_Plavu101,Echo.SDK,PersonalityQAIntent,,,how are you,
2025-07-30 19:23:08 IST,Ananterra_Plavu101,,Unknown,,hey alexa,,
2025-07-30 19:22:54 IST,Ananterra_Plavu101,HomeAutomation,TurnOnApplianceIntent,"Sorry, I didn't find a group or device named tv",,switch on the tv,
2025-07-30 19:22:53 IST,Ananterra_Plavu101,,Unknown,,hey alexa,,
2025-07-30 19:22:46 IST,Ananterra_Plavu101,HomeAutomation,TurnOnApplianceIntent,"Sorry, I didn't find a group or device named fan",,switch on the fan,
2025-07-30 19:22:44 IST,Ananterra_Plavu101,,Unknown,,hey alexa,,
2025-07-30 19:21:51 IST,Ananterra_Plavu101,Echo.SDK,Unknown,,,,
2025-07-30 19:21:51 IST,Ananterra_Plavu101,,Unknown,,,,
2025-07-30 19:21:48 IST,Ananterra_Plavu101,,Unknown,,,,
2025-07-30 19:21:45 IST,Ananterra_Plavu101,,Unknown,,,alexa,
2025-07-30 19:21:42 IST,Ananterra_Plavu101,,Unknown,,,,
2025-07-30 19:21:40 IST,Ananterra_Plavu101,,Unknown,,hey alexa,,
2025-07-30 18:01:40 IST,Ananterra_vilvam202,,Unknown,,,,
2025-07-30 14:36:55 IST,Ananterra_vilvam202,Global,StopIntent,,,stop,
2025-07-30 14:36:55 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-30 14:36:28 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Playing malayalam music from JioSaavn.,,play malayalam song,
2025-07-30 14:36:28 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-30 12:26:24 IST,Ananterra_Arayaal205,,SongNameOnlyIntent,I'm not quite sure how to help you with that.,,drop track one,
2025-07-30 12:26:23 IST,Ananterra_Arayaal205,,Unknown,,alexa,,
2025-07-30 10:09:35 IST,Ananterra_vilvam202,Global,StopIntent,,,alexa stop,
2025-07-30 09:24:18 IST,Ananterra_vilvam202,Global,VolumeUpIntent,,,alexa increase little volume,
2025-07-30 09:24:07 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Playing Jazz music from JioSaavn.,,play some nice jazz music,
2025-07-30 09:24:07 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-30 09:24:07 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Playing Jazz music from JioSaavn.,,play some nice jazz music,
2025-07-29 22:40:40 IST,Ananterra_vilvam202,Global,StopIntent,,,alexa stop,
2025-07-29 22:40:36 IST,Ananterra_vilvam202,,GetComplimentIntent,I'm not quite sure how to help you with that.,,alexa thank you good night bye-bye,
2025-07-29 22:40:26 IST,Ananterra_vilvam202,Global,GoToSleepIntent,,,enough go to sleep stop,
2025-07-29 22:40:26 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 22:40:19 IST,Ananterra_vilvam202,Global,GoToSleepIntent,,,go to sleep,
2025-07-29 22:40:19 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 22:39:08 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Baby Shark by Mini  Stars & Pinkfong from JioSaavn.,,alexa play baby shark,
2025-07-29 22:38:57 IST,Ananterra_vilvam202,Music,PlayMusicIntent,I couldn't find any hindi songs.,,alexa alexa alexa play the hindi version of zingaat,
2025-07-29 22:38:50 IST,Ananterra_vilvam202,Music,PlayStationIntent,Playing hindi music from JioSaavn.,,not this alexa don't listen yaar new song,
2025-07-29 22:38:50 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 22:38:06 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Hindi: India Superhits Top 50 from JioSaavn.,,play the hindi version of it,
2025-07-29 22:38:06 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 22:36:27 IST,Ananterra_vilvam202,Global,VolumeUpIntent,,,increase the volume,
2025-07-29 22:36:27 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 22:36:09 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Zingaat by Ajay Gogavale & Atul Gogavale from JioSaavn.,,play zingaat,
2025-07-29 22:36:09 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 22:35:20 IST,Ananterra_vilvam202,Global,StopIntent,,,alexa stop,
2025-07-29 22:34:25 IST,Ananterra_vilvam202,Global,FastForwardIntent,,,alexa forward further,
2025-07-29 22:34:19 IST,Ananterra_vilvam202,Global,FastForwardIntent,,,alexa forward the song,
2025-07-29 22:33:48 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Playing hindi music from JioSaavn.,,alexa play the song mama zing zing zingaat zing zing zingaat,
2025-07-29 22:33:35 IST,Ananterra_vilvam202,,Wildcard,I'm not quite sure how to help you with that.,,alexa bg,
2025-07-29 22:28:19 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Manwa Laage by Shreya Ghoshal & Arijit Singh from JioSaavn.,,play manwa laage,
2025-07-29 22:28:19 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 22:23:40 IST,Ananterra_vilvam202,Music,PlayMusicIntent,"Balam Pichkari by Pritam, Vishal Dadlani & Shalmali from JioSaavn.",,play balam pichkari,
2025-07-29 22:23:40 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 22:21:03 IST,Ananterra_vilvam202,Music,PlayMusicIntent,"Hola Amigo by KR$NA, Seedhe Maut & Umair from JioSaavn.",,alexa play hola amigo,
2025-07-29 22:18:09 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Akhiyaan Gulaab by Mitraz from JioSaavn.,,alexa play akhiyaan gulaab,
2025-07-29 22:18:04 IST,Ananterra_vilvam202,Music,PlayMusicIntent,You stumped me!  I couldn't find a song with the lyrics teri aakhya ka yo kajal mane kare se gori.,,play teri aakhya ka yo kajal mane kare se gori,
2025-07-29 22:18:03 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 22:17:45 IST,Ananterra_vilvam202,,AMAZON.FallbackIntent,I'm not quite sure how to help you with that.,,not this one,
2025-07-29 22:17:45 IST,Ananterra_vilvam202,,Unknown,,no alexa,,
2025-07-29 22:17:32 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Victory by Dibendu from JioSaavn.,,alexa play victory,
2025-07-29 22:17:14 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Victory by Dibendu from JioSaavn.,,alexa play victory,
2025-07-29 22:15:47 IST,Ananterra_vilvam202,Music,PlayMusicIntent,,,alexa play another song,
2025-07-29 22:15:31 IST,Ananterra_vilvam202,Global,GoToSleepIntent,,,alexa go to sleep,
2025-07-29 22:13:32 IST,Ananterra_vilvam202,Music,PlayMusicIntent,,,alexa play,
2025-07-29 22:13:29 IST,Ananterra_vilvam202,Global,GoToSleepIntent,,,alexa go to sleep,
2025-07-29 22:13:21 IST,Ananterra_vilvam202,Music,MusicControlIntent,,,alexa change the song,
2025-07-29 22:12:43 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Playing songs by Yo Yo Honey Singh from JioSaavn.,,play yo yo honey singh,
2025-07-29 22:12:43 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 22:10:11 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Admiring You by Rafa Dori from JioSaavn.,,play admiring you,
2025-07-29 22:10:11 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 22:09:58 IST,Ananterra_vilvam202,Music,PlayMusicIntent,,,play,
2025-07-29 22:09:57 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 22:03:41 IST,Ananterra_vilvam202,Music,MusicControlIntent,,,change the song,
2025-07-29 22:03:29 IST,Ananterra_vilvam202,Global,MoreIntent,You need to be an Amazon Prime member to be able to play Ishq Sufiyana (Male) from Amazon Music. Would you like to learn more?,,play ishq sufiyana female version right now,
2025-07-29 22:03:29 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 22:02:29 IST,Ananterra_vilvam202,Music,PlayMusicIntent,I couldn't find any female songs.,,play ishq sufiyana female version,
2025-07-29 22:02:29 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 21:57:51 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Playing Summer music from JioSaavn.,,alexa play summer music,
2025-07-29 21:54:35 IST,Ananterra_vilvam202,,Unknown,,,,
2025-07-29 21:54:00 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Nazm Nazm by Arko from JioSaavn.,,alexa play nazm nazm,
2025-07-29 21:53:28 IST,Ananterra_vilvam202,Communication,AnnounceIntent,Announcement is disabled on this device. Please go to the communications setting in the Alexa App to enable it.,,please announce,
2025-07-29 21:53:25 IST,Ananterra_vilvam202,Notifications,SetNotificationIntent,Alarm for what time?,,alexa i want alexa set an alarm,
2025-07-29 21:53:25 IST,Ananterra_vilvam202,,Unknown,,,alexa alexa,
2025-07-29 21:53:12 IST,Ananterra_vilvam202,Echo.SDK,PersonalityQAIntent,,,come here,
2025-07-29 21:53:12 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 21:52:55 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Playing hindi music from JioSaavn.,,alexa play some better music,
2025-07-29 21:52:44 IST,Ananterra_vilvam202,Global,StopIntent,,,alexa stop,
2025-07-29 21:52:37 IST,Ananterra_vilvam202,Music,MusicControlIntent,I can’t skip for this stream.,,alexa change the song,
2025-07-29 21:52:30 IST,Ananterra_vilvam202,Global,PreviousIntent,I can’t do that for this stream.,,alexa play the previous thing,
2025-07-29 21:52:14 IST,Ananterra_vilvam202,Music,PlayMusicIntent,मुझे तुम से ही गाना नहीं मिल रहा.,,तुम से ही from तेरी बातों में उलझा ज़िया,
2025-07-29 21:52:14 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 21:51:50 IST,Ananterra_vilvam202,Music,PlayMusicIntent,"JioSaavn से, Tum Se Hi.",,alexa तुम से ही from,
2025-07-29 21:51:32 IST,Ananterra_vilvam202,Music,PlayMusicIntent,मुझे तुम से ही गाना नहीं मिल रहा.,,alexa तुम से ही from अंखियां from,
2025-07-29 21:51:12 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Tum Se Hi by Pritam & Mohit Chauhan from JioSaavn.,,alexa play tum se hi,
2025-07-29 21:51:06 IST,Ananterra_vilvam202,Music,MusicControlIntent,,,alexa change the song,
2025-07-29 21:50:48 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Here's JioSaavn .,,play some song,
2025-07-29 21:50:48 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 18:53:44 IST,Ananterra_Arayaal205,Communication,CallIntent,I can’t do that because Communication is disabled on this device. You can enable it under Device Settings in the Alexa app.,,call reception,
2025-07-29 18:53:41 IST,Ananterra_Arayaal205,,Unknown,,alexa,,
2025-07-29 17:43:32 IST,Ananterra_vilvam202,Global,NavigateIntent,ये इस डिवाइस पर सपोर्टेड नहीं है.,,alexa go home,
2025-07-29 17:43:26 IST,Ananterra_vilvam202,Global,StopIntent,,,alexa stop,
2025-07-29 17:43:19 IST,Ananterra_vilvam202,,Unknown,,,,
2025-07-29 17:43:09 IST,Ananterra_vilvam202,Music,PlayMusicIntent,I can't find the song morni banke.,,what we don't want morni banke,
2025-07-29 17:43:08 IST,Ananterra_vilvam202,,Unknown,,no alexa,,
2025-07-29 17:42:36 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Here's JioSaavn .,,play some music,
2025-07-29 17:42:36 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 17:23:15 IST,Ananterra_vilvam202,Communication,CallIntent,I can’t do that because Communication is disabled on this device. You can enable it under Device Settings in the Alexa app.,,i want to call the reception what is the number,
2025-07-29 17:23:15 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 17:23:15 IST,Ananterra_vilvam202,Communication,CallIntent,I can’t do that because Communication is disabled on this device. You can enable it under Device Settings in the Alexa app.,,i want to call the reception what is the number,
2025-07-29 17:22:59 IST,Ananterra_vilvam202,BookingsAndReservations,CreateBookingIntent,"Sorry, I'm not sure.",,i want room service,
2025-07-29 17:22:59 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 15:37:21 IST,Ananterra_Arayaal205,,RepeatIntent,I'm not quite sure how to help you with that.,,password,
2025-07-29 15:37:19 IST,Ananterra_Arayaal205,,Unknown,,alexa,,
2025-07-29 15:32:04 IST,Ananterra_vilvam202,,Unknown,,,,
2025-07-29 15:31:53 IST,Ananterra_vilvam202,Global,ResumeIntent,,,continue continue alexa,
2025-07-29 15:31:52 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 15:31:20 IST,Ananterra_vilvam202,Global,VolumeDownIntent,,,alexa reduce the volume,
2025-07-29 15:29:55 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Playing Jazz music from JioSaavn.,,play play jazz,
2025-07-29 15:29:55 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 15:29:36 IST,Ananterra_vilvam202,Echo.SDK,GreetingsIntent,"Hello! There's nothing like laughter to brighten up the moment. Go on, ask me to tell you a joke.",,hello,
2025-07-29 15:29:36 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-29 15:18:36 IST,Ananterra_vilvam202,Global,StopIntent,,,alexa stop,
2025-07-29 15:18:26 IST,Ananterra_vilvam202,Global,VolumeDownIntent,,,alexa reduce the volume,
2025-07-29 15:17:39 IST,Ananterra_vilvam202,Music,PlayMusicIntent,All The Stars by Kendrick Lamar & SZA from JioSaavn.,,alexa play all the stars,
2025-07-29 15:17:32 IST,Ananterra_vilvam202,,QAIntent,I'm not quite sure how to help you with that.,,alexa alexa smart is dirty,
2025-07-29 15:17:25 IST,Ananterra_vilvam202,,QAIntent,I'm not quite sure how to help you with that.,,alexa you want,
2025-07-29 14:31:39 IST,Ananterra_Peraal204,,Unknown,,,,
2025-07-29 14:31:35 IST,Ananterra_Peraal204,,Unknown,,,,
2025-07-29 14:31:25 IST,Ananterra_Peraal204,Echo.SDK,Unknown,,,,
2025-07-29 14:19:46 IST,Ananterra_Peraal204,Echo.SDK,Unknown,,,,
2025-07-29 12:09:45 IST,Ananterra_Peraal204,Global,StopIntent,,,stop,
2025-07-29 12:09:44 IST,Ananterra_Peraal204,,Unknown,,alexa,,
2025-07-29 12:02:42 IST,Ananterra_Peraal204,Music,PlayMusicIntent,Playing songs by Vijay Yesudas from JioSaavn.,,play vijay yesudas malayalam song,
2025-07-29 12:02:39 IST,Ananterra_Peraal204,,Unknown,,alexa,,
2025-07-29 12:02:34 IST,Ananterra_Peraal204,Music,MusicControlIntent,,,vijay yesudas songs,
2025-07-29 12:02:32 IST,Ananterra_Peraal204,,Unknown,,hey alexa,,
2025-07-29 12:02:27 IST,Ananterra_Peraal204,Music,MusicControlIntent,,,vijay yesudas songs,
2025-07-29 12:02:25 IST,Ananterra_Peraal204,,Unknown,,alexa,,
2025-07-29 12:02:17 IST,Ananterra_Peraal204,Music,MusicControlIntent,,,hey alexa switch off the song,
2025-07-29 12:02:08 IST,Ananterra_Peraal204,Music,PlayMusicIntent,Playing Bahubali from JioSaavn.,,play baahubali songs,
2025-07-29 12:02:06 IST,Ananterra_Peraal204,,Unknown,,,alexa,
2025-07-29 12:02:05 IST,Ananterra_Peraal204,,Unknown,,alexa,,
2025-07-29 12:01:55 IST,Ananterra_Peraal204,Music,PlayMusicIntent,I couldn't find any malayalam songs.,,malayalam song sambrani,
2025-07-29 12:01:52 IST,Ananterra_Peraal204,,Unknown,,alexa,,
2025-07-29 12:01:41 IST,Ananterra_Peraal204,Global,StopIntent,,,stop,
2025-07-29 12:01:39 IST,Ananterra_Peraal204,,Unknown,,alexa,,
2025-07-29 12:01:21 IST,Ananterra_Peraal204,Music,PlayMusicIntent,Playing malayalam music from JioSaavn.,,play malayalam songs,
2025-07-29 12:01:17 IST,Ananterra_Peraal204,,Unknown,,alexa,,
2025-07-29 12:01:00 IST,Ananterra_Peraal204,Echo.SDK,GreetingsIntent,Good morning! Today is Lasagna Day! The Guinness World Record for “most lasagna eaten in 30 seconds” currently has no holder. What better day to apply!,,good morning,
2025-07-29 12:01:00 IST,Ananterra_Peraal204,,Unknown,,alexa,,
2025-07-29 11:52:56 IST,Ananterra_Plavu101,,Unknown,,,,
2025-07-29 11:52:51 IST,Ananterra_Plavu101,Echo.SDK,FarewellIntent,Speak soon.,,hi alexa bye,
2025-07-29 11:48:59 IST,Ananterra_Plavu101,Global,StopIntent,,,stop,
2025-07-29 11:24:56 IST,Ananterra_Plavu101,Music,PlayMusicIntent,Feeling Romantic - Malayalam from JioSaavn.,,play malayalam romantic song,
2025-07-29 11:24:51 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-29 11:05:44 IST,Ananterra_Plavu101,Global,StopIntent,,,stop,
2025-07-29 11:05:18 IST,Ananterra_Plavu101,Music,PlayMusicIntent,Playing malayalam music from JioSaavn.,,play malayalam song,
2025-07-29 11:05:16 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-29 10:55:36 IST,Ananterra_Plavu101,Global,StopIntent,,,alexa stop,
2025-07-29 10:48:07 IST,Ananterra_Plavu101,Music,PlayMusicIntent,Hindi: India Superhits Top 50 from JioSaavn.,,alexa play hindi music,
2025-07-29 10:48:02 IST,Ananterra_Plavu101,,Unknown,,,,
2025-07-29 10:47:57 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-29 10:45:56 IST,Ananterra_Plavu101,Music,PlayMusicIntent,Ambili by Kalabhavan Mani from JioSaavn.,,film movie malayalam movie ambili song,
2025-07-29 10:45:53 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-29 10:45:42 IST,Ananterra_Plavu101,Music,PlayMusicIntent,Here's JioSaavn .,,song please play,
2025-07-29 10:45:38 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-29 10:45:27 IST,Ananterra_Plavu101,Music,MusicControlIntent,I cannot repeat this stream.,,play the song again and again,
2025-07-29 10:45:24 IST,Ananterra_Plavu101,,Unknown,,,alexa,
2025-07-29 10:45:23 IST,Ananterra_Plavu101,,Unknown,,,alexa,
2025-07-29 10:45:20 IST,Ananterra_Plavu101,,Unknown,,,alexa,
2025-07-29 10:45:18 IST,Ananterra_Plavu101,,Unknown,,,alexa,
2025-07-29 10:45:18 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-29 10:44:26 IST,Ananterra_Plavu101,,Unknown,,,alexa,
2025-07-29 10:44:24 IST,Ananterra_Plavu101,,Unknown,,,,
2025-07-29 10:44:13 IST,Ananterra_Plavu101,Global,MoreIntent,You need to be an Amazon Prime member to be able to play the album Ranam from Amazon Music. Would you like to learn more?,,play ranam movie song | alexa stop,
2025-07-29 10:44:10 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-29 10:44:00 IST,Ananterra_Plavu101,Music,PlayMusicIntent,Here's JioSaavn .,,song please,
2025-07-29 10:43:58 IST,Ananterra_Plavu101,,Unknown,,,alexa,
2025-07-29 10:43:52 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-29 10:43:44 IST,Ananterra_Plavu101,Global,StopIntent,,,stop,
2025-07-29 10:43:11 IST,Ananterra_Plavu101,Music,PlayMusicIntent,I couldn't find any rain mood malayalam songs.,,rain mood song please malayalam,
2025-07-29 10:43:07 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-29 10:42:56 IST,Ananterra_Plavu101,Music,PlayMusicIntent,Playing malayalam music from JioSaavn.,,alexa play malayalam song,
2025-07-29 10:42:51 IST,Ananterra_Plavu101,,Unknown,,,,
2025-07-29 10:42:47 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-29 09:12:24 IST,Ananterra_Peraal204,,Unknown,,,,
2025-07-29 09:12:21 IST,Ananterra_Peraal204,,Unknown,,,,
2025-07-29 09:12:19 IST,Ananterra_Peraal204,,Unknown,,ok alexa,,
2025-07-29 09:12:13 IST,Ananterra_Peraal204,Global,WhatTimeIntent,The time is 9:12 AM.,,alexa what's the time now,
2025-07-29 09:11:41 IST,Ananterra_Peraal204,Echo.SDK,FarewellIntent,Ta Ta!,,alexa buy,
2025-07-29 09:11:36 IST,Ananterra_Peraal204,,Unknown,,,,
2025-07-29 09:11:02 IST,Ananterra_Peraal204,HomeAutomation,SetValueIntent,"Sorry, what device? | Sorry, something went wrong.",,could you speak in malayalam,
